unit,prefix_group,word,part_of_speech,meaning_en,meaning_vi_ascii,status,priority,last_seen,source,notes
33,re,refill,verb/noun,fill again; amount added,lam day lai; phan nap them,new_unit,P2,2026-08-17,addendum update,Extended word
33,re,resell,verb,sell again,ban lai,new_unit,P2,2026-08-17,addendum update,Extended word
34,semi,semicircle,noun,half of a circle,hinh ban nguyet,recovery,P2,2026-09-15,quiz history,Correctly avoided for a window-shape adjective context
34,semi,circle,noun,round closed shape,hinh tron,new_unit,P2,2026-08-18,addendum update,Base word for semicircle
34,semi,semicircular,adjective,shaped like a semicircle,co hinh ban nguyet,recovery,P2,2026-09-18,WQ-2026-09-18,Q21 correct confidently as table-shape adjective; retain Recovery after repeated earlier noun/adjective misses
34,semi,semicolon,noun,punctuation mark between a comma and a colon,dau cham phay,new_unit,P2,2026-08-20,quiz history,Correct punctuation first-practice context
34,semi,colon,noun,punctuation mark with two dots,dau hai cham,new_unit,P2,2026-08-18,addendum update,Base word for semicolon
34,semi,semi-detached,adjective,joined to one other house on one side,nha lien ke mot ben,new_unit,P2,2026-08-24,quiz history,Correct shared-one-wall house context
34,semi,detached,adjective,separate; not joined,tach biet,new_unit,P2,2026-08-18,addendum update,Base word for semi-detached
34,semi,semifinal,noun,round before the final match or stage,tran ban ket,new_unit,P2,2026-08-24,quiz history,Correct round before Sunday's final context
34,semi,semisweet,adjective,partly sweet; not fully sweet,hoi ngot; nua ngot,new_unit,P2,2026-09-09,quiz history,Correct confidently for mildly sweet chocolate
34,semi,semiconscious,adjective,partly conscious; not fully awake,nua tinh nua me,recovery,P2,2026-09-10,quiz history,Second confident physical-state correction; lower gradually from P1
34,semi,semiannual,adjective,happening twice a year or every six months,nua nam mot lan,cooldown,P3,2026-09-08,quiz history,Correct confidently for June-and-December performance reviews
34,semi,semiformal,adjective,partly formal; between casual and formal,ban trang trong,recovery,P2,2026-09-11,quiz history,Selected where semiofficial was required; contrast style with approval status
34,semi,semi-solid,adjective,partly solid and partly liquid,nua ran nua long,new_unit,P2,2026-08-18,addendum update,Extended word
34,semi,semi-professional,adjective/noun,partly professional; paid or trained but not fully professional,ban chuyen nghiep,new_unit,P2,2026-08-18,addendum update,Extended word
34,semi,semiautomatic,adjective,partly automatic; requiring some human action,ban tu dong,new_unit,P2,2026-08-18,addendum update,Extended word
34,semi,semidarkness,noun,partial darkness; dim light,nua toi nua sang,new_unit,P2,2026-08-18,addendum update,Extended word
34,semi,semiofficial,adjective,partly official; not fully official,ban chinh thuc,recovery,P2,2026-09-18,WQ-2026-09-18,Q8 first confident correction after partly-official-status miss; retain Recovery
34,semi,semi-permanent,adjective,long-lasting but not permanent,ban vinh cuu; tam thoi,cooldown,P3,2026-09-10,quiz history,Correct confidently for hair color that lasts weeks but fades
34,semi,semi-domesticated,adjective,partly domesticated; not fully tame,ban hoang da; duoc thuan hoa mot phan,new_unit,P2,2026-08-18,addendum update,Extended word
35,sub,subconscious,adjective/noun,below conscious awareness; part of the mind outside immediate awareness,tiem thuc,recovery,P2,2026-09-10,quiz history,Correctly avoided again for a partly-awake physical state; lower gradually from P1
35,sub,conscious,adjective,awake and aware; aware of something,nhan thuc; tinh tao,new_unit,P2,2026-09-03,user addendum,Base support word for subconscious
35,sub,substandard,adjective,below an accepted level of quality,duoi tieu chuan,new_unit,P2,2026-09-08,quiz history,Correct confidently for failed battery safety labels
35,sub,standard,noun/adjective,usual or accepted level of quality,tieu chuan,new_unit,P2,2026-09-03,user addendum,Base support word for substandard
35,sub,substitute,noun/verb,person or thing used in place of another; replace something,thay the,recovery,P2,2026-09-11,quiz history,Selected where verb subdivide was required; contrast replace with divide into parts
35,sub,substitution,noun,act of replacing one thing with another,su thay the,cooldown,P3,2026-09-18,WQ-2026-09-18,Q17 correct confidently for replacing regular milk with soy milk after earlier confident corrections; cooldown
35,sub,suburb,noun,area outside the center of a city or town,ngoai o,recovery,P2,2026-09-04,quiz history,Selected before neighborhood where adjective suburban was required
35,sub,suburban,adjective,relating to a suburb,thuoc ngoai o,cooldown,P3,2026-09-07,quiz history,Correct adjective before area after suburb/suburban contrast miss
35,sub,subway,noun,underground railway; underground pedestrian tunnel,duong ham; tau dien ngam,new_unit,P2,2026-09-09,quiz history,Correct confidently for commuting below ground
35,sub,subtitle,noun,text that shows dialogue or a translation on screen,tieu de phu,recovery,P2,2026-09-10,quiz history,Correctly avoided again for a replacement action; retain light contrast with substitution
35,sub,substance,noun,material; physical substance,chat; vat chat,new_unit,P2,2026-09-03,user addendum,Extended word
35,sub,submarine,noun,vessel that travels underwater,tau ngam,new_unit,P2,2026-09-03,user addendum,Extended word
35,sub,subheading,noun,secondary heading under a main heading,tieu de phu,new_unit,P2,2026-09-07,quiz history,Correct secondary heading under a main title
35,sub,submit,verb,give work or a document formally for consideration,nop,new_unit,P2,2026-09-09,quiz history,Correct confidently for sending an expense report for review
35,sub,subtotal,noun,total for one part before the final total,tong tung phan,new_unit,P2,2026-09-08,quiz history,Correct confidently for cart total before tax and delivery
35,sub,subject,noun,topic; course studied at school,mon hoc; chu de,new_unit,P2,2026-09-03,user addendum,Extended word
35,sub,subdivide,verb,divide something into smaller parts,chia nho,recovery,P2,2026-09-11,quiz history,Missed city-lot-into-smaller-plots context; contrast with substitute
35,sub,subordinate,noun/adjective,lower in rank; person with a lower position,cap duoi,recovery,P2,2026-09-18,WQ-2026-09-18,Q4 correct confidently for employee reporting to supervisor; retain Recovery after prior uncertainty
35,sub,submerge,verb,put or go below the surface of water,dim xuong; chim duoi nuoc,new_unit,P2,2026-09-09,quiz history,Correct confidently for testing a sensor underwater
0,general,threshold,noun,point or level at which something begins or changes,nguong,cooldown,P3,2026-09-08,quiz history,Correct confidently for a 2-percent trigger level after prior miss
0,general,ratio,noun,relationship between two amounts,ty le,cooldown,P3,2026-09-08,quiz history,Correctly avoided in a trigger-level context; keep light contrast with threshold
0,general,cheering,noun/gerund,shouts or support that encourage someone,co vu,new_unit,P2,2026-09-08,2026-09-08 addendum,Supporting general vocabulary
0,general,unbearable,adjective,too painful unpleasant or difficult to tolerate,khong the chiu dung duoc,new_unit,P2,2026-09-08,2026-09-08 addendum,Supporting general vocabulary
36,super,supercharge,verb,increase power energy or strength greatly,tang luc,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 book word
36,super,charge,noun/verb,electricity or power; fill with electricity,nap; sac,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 word family
36,super,supercharger,noun,device that increases an engine's power by forcing in more air,bo sieu nap,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 word family
36,super,superficial,adjective,not deep; concerned only with the surface,hoi hot; be ngoai,recovery,P2,2026-09-10,quiz history,Selected where a noun after the was required; contrast with superficiality
36,super,superficiality,noun,the quality of being superficial,su hoi hot,recovery,P2,2026-09-18,WQ-2026-09-18,Q5 correct but uncertain; noun reasoning correct in the report's quality slot; retain light watch
36,super,superficially,adverb,in a superficial way,mot cach hoi hot,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 word family
36,super,supermarket,noun,large self-service store selling food and household goods,sieu thi,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 book word
36,super,superpower,noun,very powerful country; exceptional ability,cuong quoc; sieu nang luc,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 book word
36,super,supervise,verb,watch and direct work to ensure it is done properly,giam sat,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 book word
36,super,supervision,noun,the act or process of supervising,su giam sat,new_unit,P2,2026-09-09,quiz history,Correct confidently in an under the supervision of an electrician context
36,super,supervisor,noun,person who supervises work or people,nguoi giam sat,recovery,P2,2026-09-10,quiz history,Selected for employees who report to a manager; contrast with subordinate
36,super,superstar,noun,extremely famous or successful performer or person,sieu sao,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,star,noun,famous performer; bright object in the night sky,ngoi sao,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,superhero,noun,fictional hero with extraordinary powers,sieu anh hung,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,hero,noun,person admired for brave or noble action,nguoi hung,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,supernatural,adjective,beyond what is natural or scientifically explainable,sieu nhien,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,natural,adjective,existing in nature; not artificial,tu nhien,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,supermodel,noun,famous highly paid fashion model,sieu mau,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,model,noun,person who displays clothes or products; representation,mau; nguoi mau,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,superglue,noun,very strong fast-setting glue,keo sieu dinh,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,glue,noun/verb,adhesive; stick with adhesive,keo dinh,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,superhuman,adjective,beyond normal human ability,sieu pham,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,human,noun/adjective,person; relating to people,nguoi; con nguoi,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,super-rich,adjective,extremely rich,sieu giau,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,rich,adjective,having a lot of money or valuable resources,giau,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,supersonic,adjective,faster than the speed of sound,sieu thanh,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,superfan,noun,extremely enthusiastic fan,nguoi ham mo cuong nhiet,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,fan,noun,enthusiastic admirer; device that moves air,nguoi ham mo; quat,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,supercomputer,noun,extremely powerful computer,sieu may tinh,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
36,super,computer,noun,electronic device that processes data,may tinh,new_unit,P2,2026-09-08,2026-09-08 addendum,Unit 36 extension
37,syn/sym,synchronize,verb,cause things or data to operate at the same time or stay aligned,dong bo,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 book word
37,syn/sym,synchronization,noun,process of making things happen together or keeping data aligned,su dong bo hoa,new_unit,P2,2026-09-18,WQ-2026-09-18,Q18: Correct confidently; Automatic data synchronization keeps the phone and laptop copies of the calendar identical.
37,syn/sym,syndrome,noun,set of related symptoms that occur together,hoi chung,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 book word
37,syn/sym,synonym,noun,word with the same or nearly the same meaning,tu dong nghia,recovery,P2,2026-09-10,quiz history,Selected where an adjective before with was required; contrast with synonymous
37,syn/sym,synonymous,adjective,having the same or nearly the same meaning,dong nghia,recovery,P2,2026-09-10,quiz history,Missed in is synonymous with pattern; contrast with synonym noun
37,syn/sym,sympathy,noun,feeling of understanding care or pity for someone,su dong cam; su cam thong,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 book word
37,syn/sym,sympathetic,adjective,showing understanding care or compassion,co su dong cam; cam thong,recovery,P2,2026-09-15,quiz history,Correctly avoided in an orchestral-music context
37,syn/sym,sympathize,verb,feel or express sympathy,dong cam; cam thong,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 word family
37,syn/sym,symphony,noun,long musical work written for an orchestra,ban giao huong,new_unit,P2,2026-09-18,WQ-2026-09-18,Q19: Correct confidently; The orchestra performed a four-movement symphony at the evening concert.
37,syn/sym,symphonic,adjective,relating to a symphony or orchestra,thuoc giao huong,recovery,P2,2026-09-16,quiz history,Correct confidently before a full-orchestra piece
37,syn/sym,symbiotic,adjective,involving a close relationship that benefits both sides,cong sinh,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 extension
37,syn/sym,synthesis,noun,combination of ideas or parts into a whole,su tong hop,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 extension
37,syn/sym,symmetry,noun,balanced similarity of shape or arrangement,su doi xung,new_unit,P2,2026-09-09,2026-09-09 addendum,Unit 37 extension
38,trans,transfer,verb/noun,move something or someone to another place; movement between places,chuyen; doi,recovery,P2,2026-09-15,quiz history,Correctly avoided for a school-to-working-life change context
38,trans,transferable,adjective,able to be transferred,co the chuyen doi,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 word family
38,trans,transference,noun,act or process of transferring,su chuyen giao; su chuyen doi,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 word family
38,trans,transit,verb/noun,pass through a place; travel through or across,di qua; qua canh; van chuyen,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 book word
38,trans,transition,noun,change from one state or stage to another,su chuyen doi,recovery,P2,2026-09-16,quiz history,Correct but uncertain for old-system-to-new-system change
38,trans,transitory,adjective,temporary or lasting only a short time,tam thoi; thoang qua,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 word family
38,trans,translate,verb,change words from one language into another,dich,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 book word
38,trans,translation,noun,act or result of translating; translated text,su dich; ban dich,new_unit,P2,2026-09-18,WQ-2026-09-18,Q20: Correct confidently; The editor corrected three errors in the Spanish translation of the brochure.
38,trans,translator,noun,person who translates,nguoi dich; phien dich vien,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 word family
38,trans,transplant,verb/noun,move an organ tissue or plant to another place,cay ghep; trong lai,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 book word
38,trans,transplantation,noun,act or process of transplanting,su cay ghep,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 word family
38,trans,transparent,adjective,clear enough to see through; open and honest,trong suot; minh bach; ro rang,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 book word
38,trans,transparency,noun,quality of being open clear and honest,su minh bach,recovery,P2,2026-09-21,DQ-2026-09-21,Q1 correctly avoided noun where adverb modified reported; retain contrast in Recovery
38,trans,transparently,adverb,in an open clear and honest way,mot cach ro rang,recovery,P2,2026-09-21,DQ-2026-09-21,Q1 correct confidently in direct adverb slot after repeated noun/adverb confusion; lower gradually from P1
38,trans,transcend,verb,go beyond the limits of something,vuot len tren,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
38,trans,transnational,adjective,involving more than one country,xuyen quoc gia,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
38,trans,transport,verb,move people or goods from one place to another,van chuyen,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
38,trans,transcribe,verb,write down spoken words or copy text in written form,chep lai,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
38,trans,transmit,verb,send information signals or disease from one place or person to another,truyen tai,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
38,trans,transgender,adjective,relating to a person whose gender differs from sex assigned at birth,chuyen gioi,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
38,trans,transcontinental,adjective,extending across a continent,xuyen luc dia,new_unit,P2,2026-09-10,2026-09-10 addendum,Unit 38 extension
39,un,uncertain,adjective,not known or not definite,khong chac chan,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,certain,adjective,known or proved to be true; sure,chac chan,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,uncertainly,adverb,in an uncertain way,mot cach khong chac chan,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,uncertainty,noun,state of being uncertain,su khong chac chan,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,unfair,adjective,not just or equitable,bat cong,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,unfairly,adverb,in an unfair way,mot cach bat cong,recovery,P1,2026-09-22,DQ-2026-09-22,Q1 selected incorrectly where noun unfairness was required; repeated two-way noun/adverb confusion
39,un,unfairness,noun,quality of being unfair,su bat cong,recovery,P1,2026-09-22,DQ-2026-09-22,Q1 missed noun slot: selected adverb unfairly after the; word-family role remains unstable
39,un,unlock,verb,open a lock or make something available,mo khoa,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 book word
39,un,unpleasant,adjective,causing discomfort or dislike,kho chiu,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,pleasant,adjective,giving pleasure or enjoyment,de chiu,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unpleasantly,adverb,in an unpleasant way,mot cach kho chiu,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,unpleasantness,noun,quality of being unpleasant,su kho chiu,new_unit,P2,2026-09-21,DQ-2026-09-21,Q11 correct confidently as noun after unnecessary; continue word-family rotation
39,un,unpredictable,adjective,not able to be predicted,khong the doan truoc,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,predictable,adjective,able to be predicted,co the doan truoc,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unpredictability,noun,quality of being unpredictable,su khong the doan truoc,new_unit,P2,2026-09-18,WQ-2026-09-18,Q16: Correct confidently; The unpredictability of delivery times makes it difficult to plan: orders can arrive on any day with no warning.
39,un,unpredictably,adverb,in an unpredictable way,mot cach khong the doan truoc,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 word family
39,un,unusual,adjective,not usual or common,khong binh thuong,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,usual,adjective,happening or done most often,binh thuong,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unable,adjective,not able to do something,khong the,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,unsafe,adjective,not safe; likely to cause danger,khong an toan,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,safe,adjective,protected from danger or harm,an toan,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,untidy,adjective,not neat or organized,khong gon gang,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,tidy,adjective,neat and organized,gon gang,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unwell,adjective,not feeling healthy,khong khoe,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,uncover,verb,discover or reveal something hidden,kham pha; phat hien,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,cover,verb/noun,put something over; something that covers,bao boc; bao ve,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,uncommon,adjective,not common; unusual,khong pho bien,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,common,adjective,happening or found often,pho bien,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unlimited,adjective,without a limit,khong gioi han,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,unreliable,adjective,not able to be trusted or depended on,khong dang tin cay,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,reliable,adjective,able to be trusted or depended on,dang tin cay,new_unit,P2,2026-09-16,quiz history,Correct confidently for a supplier
39,un,unnoticed,adjective,not seen or noticed,khong duoc chu y,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,noticed,adjective,seen or given attention to,duoc chu y,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unconscious,adjective,not awake or aware,bat tinh,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,unbelievable,adjective,very surprising or difficult to believe,kho tin,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,unprotected,adjective,not protected from harm,khong duoc bao ve,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,unimpressed,adjective,not feeling admiration or interest,khong an tuong,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
39,un,impressed,adjective,feeling admiration or interest,an tuong,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 support word
39,un,unnecessary,adjective,not needed,khong can thiet,new_unit,P2,2026-09-14,2026-09-14 addendum,Unit 39 extension
40,under,underground,adjective/adverb,below the surface of the ground,duoi mat dat,recovery,P2,2026-09-21,DQ-2026-09-21,Q6 correctly avoided location word where passage noun underpass was needed; retain contrast
40,under,ground,noun,the surface of the earth,mat dat,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 support word
40,under,underline,verb,draw a line under text; emphasize,gach chan; nhan manh,new_unit,P2,2026-09-18,WQ-2026-09-18,Q14: Correct confidently; Please underline the three most important dates in the printed schedule.
40,under,underestimate,verb,estimate something to be less than it really is,danh gia thap,new_unit,P2,2026-09-22,DQ-2026-09-22,Q10 correct confidently for estimating a storage amount too low; continue contrast with underrate
40,under,underrate,verb,judge someone or something as less valuable or capable than it is,danh gia thap,new_unit,P2,2026-09-22,DQ-2026-09-22,Q10 correctly avoided value/ability judgment verb in numerical storage estimate; continue current-unit contrast
40,under,understate,verb,describe something as less important or serious than it is,noi giam,new_unit,P2,2026-09-21,DQ-2026-09-21,Q10 correct confidently for describing an outage as less serious; continue current-unit rotation
40,under,understatement,noun,statement that makes something seem less important or serious,su noi giam; noi tranh,new_unit,P2,2026-09-18,WQ-2026-09-18,"Q13: Correct confidently; After a crash that destroyed the entire database, calling the damage 'a small problem' would be an understatement."
40,under,state,verb,noun,say or declare; condition or situation,noi; khang dinh,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 support word
40,under,shelter,noun,place that gives protection from weather or danger,ham tru an; noi tru an,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 support word
40,under,underwear,noun,clothes worn under outer clothes,do lot,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,wear,verb,noun,have clothes on; damage from use,mac; su hao mon,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 support word
40,under,underpass,noun,passage that goes under a road or railway,ham chui,recovery,P2,2026-09-21,DQ-2026-09-21,Q6 first confident correction after selecting underground for a passage on 2026-09-18; retain Recovery
40,under,underweight,adjective,below a healthy or expected weight,nhe can,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,understaffed,adjective,having too few workers,thieu nhan su,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,underdeveloped,adjective,not developed enough,kem phat trien,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,undercharge,verb,charge less money than should be charged,tinh gia thap,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,underachieve,verb,perform less well than expected or possible,dat ket qua thap hon kha nang,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,underpaid,adjective,paid less than is fair or expected,bi tra luong thap,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,underwater,adjective,below the surface of water,duoi nuoc,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
40,under,undercover,adjective,done secretly; using a false identity,bi mat; ngam,new_unit,P2,2026-09-15,2026-09-15 addendum,Unit 40 extension
41,uni,unicycle,noun,cycle with one wheel,xe dap mot banh,new_unit,P2,2026-09-16,2026-09-16 addendum,Unit 41 book word
41,uni,uniform,noun/adjective,standard clothing; consistent in form,dong phuc; dong nhat,recovery,P2,2026-09-21,DQ-2026-09-21,Q3 correctly avoided uniform where form named device shape; retain contrast
41,uni,form,noun/verb,shape or structure; create or develop,hinh dang; tao thanh,recovery,P2,2026-09-21,DQ-2026-09-21,Q3 first confident correction after selecting uniform for shape on 2026-09-18; retain Recovery
41,uni,uniformity,noun,state of being the same or consistent,su dong nhat,recovery,P2,2026-09-22,DQ-2026-09-22,Q4 selected noun for adjective universal; contrast sameness noun with universal adjective
41,uni,unisex,adjective,designed for any gender,trung tinh; dung cho moi gioi,new_unit,P2,2026-09-16,2026-09-16 addendum,Unit 41 book word
41,uni,universe,noun,all space matter and existence,vu tru,recovery,P1,2026-09-22,DQ-2026-09-22,"Q4 correctly avoided noun in adjective slot, but universe/universal family remains repeatedly unstable"
41,uni,universal,adjective,existing or applying everywhere or to everyone,pho quat; toan the,recovery,P1,2026-09-22,DQ-2026-09-22,Q4 target missed after prior noun/adjective confusion; Q11 also selected universal for a one-sided decision
41,uni,unicellular,adjective,consisting of one cell,don bao,new_unit,P2,2026-09-16,2026-09-16 addendum,Unit 41 extension
41,uni,unicorn,noun,mythical animal with one horn,ky lan,new_unit,P2,2026-09-16,2026-09-16 addendum,Unit 41 extension
41,uni,unison,noun,simultaneous agreement or sound,su dong thanh,new_unit,P2,2026-09-16,2026-09-16 addendum,Unit 41 extension
41,uni,unilateral,adjective,done by or affecting one side only,don phuong,recovery,P2,2026-09-22,DQ-2026-09-22,Q11 missed one-sided decision context; selected universal
42,up,update,noun/verb,make or become current; current information,cap nhat,recovery,P2,2026-09-22,DQ-2026-09-22,Q6 missed: selected uphold where customer records needed to be made current
42,up,upgrade,noun/verb,improve to a newer or better version,nang cap,new_unit,P2,2026-09-22,DQ-2026-09-22,Q7 correct confidently for improving laptop hardware; continue Unit 42 rotation
42,up,upbringing,noun,the way a child is raised,su nuoi nang,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 book word
42,up,uplift,noun/verb,raise physically or improve mood and confidence,nang len; nang tinh than,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 book word
42,up,upset,adjective/verb,unhappy or worried; make someone unhappy,buon; bat an; lam buon,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 book word
42,up,grade,noun/verb,level or rank; evaluate work,cap; cap bac; cham diem,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 support word for upgrade
42,up,bring,verb,carry or cause something to come,mang den,new_unit,P2,2026-09-21,2026-09-21 addendum,Normalized lemma from user-listed bringing; Unit 42 support word for upbringing
42,up,lift,noun/verb,raise something to a higher position,nang len,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 support word for uplift
42,up,strict,adjective,requiring rules to be obeyed,nghiem khac,new_unit,P2,2026-09-22,DQ-2026-09-22,Q8 correct confidently in firm-rules support-word context; continue Unit 42 rotation
42,up,upstairs,adverb/adjective,on or to a higher floor,o tang tren,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 extension
42,up,stairs,plural noun,a set of steps between levels,cau thang,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 support word for upstairs
42,up,upfront,adjective/adverb,open and direct; in advance,thang than; cong khai; tra truoc,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 extension
42,up,front,noun/adjective,the forward part or position,phia truoc,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 support word for upfront
42,up,upcoming,adjective,happening soon,sap toi,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 extension
42,up,come,verb,move toward or arrive at a place,toi; den,new_unit,P2,2026-09-21,2026-09-21 addendum,Normalized lemma from user-listed coming; Unit 42 support word for upcoming
42,up,upstream,adjective/adverb,toward the source of a river or flow,nguoc dong,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 extension
42,up,stream,noun,a small flowing body of water; a flow,dong chay; dong suoi,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 support word for upstream
42,up,upright,adjective,vertical; honest and morally good,thang dung; ngay thang,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 extension
42,up,right,adjective,correct or morally good,dung; dung dan,new_unit,P2,2026-09-21,2026-09-21 addendum,Unit 42 support word for upright
